;ImageID;Xc;Yc;Orientation;Class;Full_Contain;Occlude;X1;X2;X3;X4;Y1;Y2;Y3;Y4;Xmin;Ymin;Xmax;Ymax;Xmin_rel;Ymin_rel;Xmax_rel;Ymax_rel;Xc_rel;Yc_rel
13;00000006.txt;76.40579986572266;93.69644165039062;1.354711;0;1;0;71;78;82;76;84;84;104;105;71;84;82;105;0.138671875;0.1640625;0.16015625;0.205078125;0.14923007786273956;0.1830008625984192
14;00000007.txt;49.594390869140625;481.0530700683594;1.742424;10;1;0;48;55;52;44;472;472;491;491;44;472;55;491;0.0859375;0.921875;0.107421875;0.958984375;0.09686404466629028;0.9395567774772644
15;00000007.txt;61.53480529785156;489.1283874511719;-1.497756;3;1;0;58;67;66;56;479;480;501;499;56;479;67;501;0.109375;0.935546875;0.130859375;0.978515625;0.12018516659736633;0.9553288817405701
16;00000007.txt;116.0604019165039;494.3738708496094;-1.365401;10;1;0;114;122;118;111;485;486;505;502;111;485;122;505;0.216796875;0.947265625;0.23828125;0.986328125;0.2266804724931717;0.9655739665031433
17;00000007.txt;125.9992446899414;505.8311767578125;-1.214577;3;1;0;123;133;128;121;499;502;512;511;121;499;133;512;0.236328125;0.974609375;0.259765625;1.0;0.2460922747850418;0.9879515171051025
18;00000008.txt;500.1253356933594;48.358863830566406;-1.348266;4;1;0;498;510;503;490;30;33;67;64;490;30;510;67;0.95703125;0.05859375;0.99609375;0.130859375;0.9768072962760925;0.09445090591907501
19;00000009.txt;63.248435974121094;50.559452056884766;-1.426642;4;1;0;61;71;67;56;35;36;67;65;56;35;71;67;0.109375;0.068359375;0.138671875;0.130859375;0.12353210151195526;0.09874892979860306
20;00000009.txt;77.78714752197266;36.55524826049805;1.600200;10;1;1;74;82;83;74;49;50;24;24;74;24;83;50;0.14453125;0.046875;0.162109375;0.09765625;0.15192802250385284;0.07139696925878525
21;00000009.txt;108.95903778076172;62.993141174316406;-1.559433;9;1;0;105;113;113;105;52;52;75;74;105;52;113;75;0.205078125;0.1015625;0.220703125;0.146484375;0.21281062066555023;0.12303347885608673
22;00000009.txt;119.00785827636719;63.313846588134766;-1.603043;9;1;0;114;124;124;115;52;52;75;75;114;52;124;75;0.22265625;0.1015625;0.2421875;0.146484375;0.23243722319602966;0.12365985661745071
23;00000010.txt;420.94146728515625;83.71607971191406;-0.000000;3;1;0;411;428;432;413;77;76;92;91;411;76;432;92;0.802734375;0.1484375;0.84375;0.1796875;0.8221513032913208;0.16350796818733215
24;00000010.txt;383.4781799316406;42.20551681518555;3.127509;3;1;0;375;393;392;375;36;36;49;49;375;36;393;49;0.732421875;0.0703125;0.767578125;0.095703125;0.7489808201789856;0.08243265002965927
25;00000010.txt;461.8085021972656;45.315284729003906;-2.860755;3;1;0;454;457;470;467;43;52;48;40;454;40;470;52;0.88671875;0.078125;0.91796875;0.1015625;0.9019697308540344;0.08850641548633575
26;00000010.txt;263.265869140625;109.60710144042969;0.244979;1;1;0;245;285;282;242;100;109;120;110;242;100;285;120;0.47265625;0.1953125;0.556640625;0.234375;0.5141911506652832;0.21407637000083923
27;00000010.txt;248.91455078125;123.74528503417969;0.157622;4;1;0;231;269;267;230;115;122;132;127;230;115;269;132;0.44921875;0.224609375;0.525390625;0.2578125;0.4861612319946289;0.2416900098323822
28;00000010.txt;329.97821044921875;141.50682067871094;1.022247;0;1;0;330;335;331;325;137;145;147;138;325;137;335;147;0.634765625;0.267578125;0.654296875;0.287109375;0.6444886922836304;0.2763805091381073
29;00000010.txt;400.219482421875;147.17247009277344;-1.585947;3;1;0;395;405;406;395;139;139;156;155;395;139;406;156;0.771484375;0.271484375;0.79296875;0.3046875;0.7816786766052246;0.2874462306499481
30;00000010.txt;468.6369323730469;171.4702606201172;-3.095471;3;1;0;460;478;476;461;166;166;178;176;460;166;478;178;0.8984375;0.32421875;0.93359375;0.34765625;0.9153065085411072;0.3349028527736664
31;00000010.txt;460.46661376953125;150.4405975341797;3.141592;3;1;0;451;469;470;452;145;145;156;156;451;145;470;156;0.880859375;0.283203125;0.91796875;0.3046875;0.8993488550186157;0.2938292920589447
32;00000011.txt;38.91372299194336;245.17398071289062;1.578548;1;1;0;34;45;45;33;229;229;262;261;33;229;45;262;0.064453125;0.447265625;0.087890625;0.51171875;0.07600336521863937;0.4788554310798645
33;00000011.txt;13.359566688537598;210.2151336669922;1.701602;9;1;0;7;22;21;4;202;202;221;218;4;202;22;221;0.0078125;0.39453125;0.04296875;0.431640625;0.026092903688549995;0.4105764329433441
34;00000011.txt;150.4550323486328;99.87437438964844;2.861293;2;1;0;142;158;160;143;99;94;101;106;142;94;160;106;0.27734375;0.18359375;0.3125;0.20703125;0.29385748505592346;0.1950671374797821
35;00000011.txt;165.8445281982422;148.4177703857422;3.000836;10;1;0;153;177;179;155;146;143;151;155;153;143;179;155;0.298828125;0.279296875;0.349609375;0.302734375;0.3239150941371918;0.2898784577846527
36;00000011.txt;216.57286071777344;163.332275390625;2.257748;1;1;0;203;212;231;221;172;178;155;150;203;150;231;178;0.396484375;0.29296875;0.451171875;0.34765625;0.42299386858940125;0.31900835037231445
37;00000011.txt;268.1511535644531;55.2531852722168;2.616226;10;1;0;275;279;261;259;47;54;63;58;259;47;279;63;0.505859375;0.091796875;0.544921875;0.123046875;0.5237327218055725;0.10791637748479843
38;00000011.txt;338.35382080078125;48.41341018676758;2.811109;1;1;0;320;323;358;354;50;59;47;38;320;38;358;59;0.625;0.07421875;0.69921875;0.115234375;0.6608473062515259;0.09455744177103043
39;00000011.txt;396.9668884277344;41.85862731933594;2.747430;1;1;0;381;385;413;410;44;52;40;33;381;33;413;52;0.744140625;0.064453125;0.806640625;0.1015625;0.7753259539604187;0.081755131483078
40;00000012.txt;454.4873046875;98.2597427368164;1.443824;10;1;0;450;457;460;452;87;87;110;111;450;87;460;111;0.87890625;0.169921875;0.8984375;0.216796875;0.8876705169677734;0.19191356003284454
41;00000013.txt;213.6619873046875;67.46487426757812;0.337878;0;1;0;206;225;221;204;61;67;75;68;204;61;225;75;0.3984375;0.119140625;0.439453125;0.146484375;0.4173085689544678;0.13176733255386353
42;00000013.txt;169.90826416015625;79.33029174804688;-2.434680;1;1;0;162;185;179;154;65;86;94;73;154;65;185;94;0.30078125;0.126953125;0.361328125;0.18359375;0.3318520784378052;0.15494197607040405
43;00000014.txt;190.28907775878906;318.98223876953125;-0.288055;0;1;0;180;199;202;181;319;313;320;325;180;313;202;325;0.3515625;0.611328125;0.39453125;0.634765625;0.3716583549976349;0.6230121850967407
44;00000015.txt;223.6201171875;306.9121398925781;-0.322697;1;1;0;262;265;188;181;290;298;326;315;181;290;265;326;0.353515625;0.56640625;0.517578125;0.63671875;0.43675804138183594;0.5994377732276917
45;00000016.txt;53.765716552734375;341.544921875;2.840247;0;1;0;44;62;65;46;341;334;344;348;44;334;65;348;0.0859375;0.65234375;0.126953125;0.6796875;0.10501116514205933;0.6670799255371094
46;00000017.txt;423.5940246582031;407.6480407714844;-0.343806;10;1;0;412;432;436;416;408;401;408;415;412;401;436;415;0.8046875;0.783203125;0.8515625;0.810546875;0.827332079410553;0.7961875796318054
47;00000018.txt;312.03704833984375;434.6663818359375;-0.285329;0;1;0;301;320;323;305;435;429;436;441;301;429;323;441;0.587890625;0.837890625;0.630859375;0.861328125;0.6094473600387573;0.8489577770233154
48;00000019.txt;24.463781356811523;24.759191513061523;-0.299532;4;1;0;6;40;44;10;26;15;25;35;6;15;44;35;0.01171875;0.029296875;0.0859375;0.068359375;0.04778082296252251;0.04835779592394829
49;00000019.txt;49.77094650268555;15.867484092712402;-0.238936;0;1;1;39;58;62;42;15;10;17;22;39;10;62;22;0.076171875;0.01953125;0.12109375;0.04296875;0.09720887988805771;0.03099117986857891
50;00000020.txt;153.6264190673828;145.9629364013672;-0.340097;0;1;0;144;161;163;147;145;141;146;153;144;141;163;153;0.28125;0.275390625;0.318359375;0.298828125;0.30005159974098206;0.2850838601589203
51;00000021.txt;384.0992431640625;60.831031799316406;3.101292;1;1;0;369;399;401;368;57;55;66;67;368;55;401;67;0.71875;0.107421875;0.783203125;0.130859375;0.7501938343048096;0.11881060898303986
52;00000021.txt;383.322021484375;15.411039352416992;3.129545;0;1;0;374;394;394;373;11;11;20;20;373;11;394;20;0.728515625;0.021484375;0.76953125;0.0390625;0.7486758232116699;0.030099686235189438
53;00000022.txt;32.73341369628906;282.7381896972656;3.141592;10;1;0;21;45;45;21;279;278;288;287;21;278;45;288;0.041015625;0.54296875;0.087890625;0.5625;0.06393244862556458;0.5522230267524719
54;00000025.txt;76.8168716430664;353.4667663574219;1.557810;0;1;0;72;82;82;73;344;344;364;363;72;344;82;364;0.140625;0.671875;0.16015625;0.7109375;0.15003295242786407;0.6903647780418396
55;00000025.txt;201.73133850097656;353.28033447265625;-1.631328;8;1;0;196;206;208;197;342;341;366;366;196;341;208;366;0.3828125;0.666015625;0.40625;0.71484375;0.39400652050971985;0.6900006532669067
56;00000025.txt;235.0623779296875;416.6065368652344;0.027579;1;1;0;217;254;253;218;411;412;422;422;217;411;254;422;0.423828125;0.802734375;0.49609375;0.82421875;0.4591062068939209;0.8136846423149109
57;00000025.txt;251.93515014648438;500.97039794921875;3.122547;1;1;0;239;265;265;239;497;496;506;506;239;496;265;506;0.466796875;0.96875;0.517578125;0.98828125;0.4920608401298523;0.9784578084945679
58;00000025.txt;310.3839416503906;386.4033203125;-2.991566;0;1;0;302;322;320;298;381;384;393;389;298;381;322;393;0.58203125;0.744140625;0.62890625;0.767578125;0.6062186360359192;0.7546939849853516
59;00000025.txt;310.6636047363281;355.4543762207031;0.047135;1;1;0;298;324;324;297;350;352;361;360;297;350;324;361;0.580078125;0.68359375;0.6328125;0.705078125;0.6067648530006409;0.6942468285560608
60;00000025.txt;258.1772766113281;352.8845520019531;-1.581665;8;1;0;254;263;263;254;342;342;365;365;254;342;263;365;0.49609375;0.66796875;0.513671875;0.712890625;0.5042524933815002;0.6892276406288147
61;00000025.txt;403.4625549316406;44.34294509887695;0.065695;4;1;1;394;414;413;394;38;40;50;50;394;38;414;50;0.76953125;0.07421875;0.80859375;0.09765625;0.7880128026008606;0.08660731464624405
62;00000025.txt;403.8354187011719;60.93606185913086;0.051901;4;1;1;395;414;414;394;56;56;67;66;394;56;414;67;0.76953125;0.109375;0.80859375;0.130859375;0.7887410521507263;0.11901574581861496
63;00000026.txt;110.91092681884766;140.22634887695312;-0.194200;5;1;0;84;131;137;92;130;121;151;160;84;121;137;160;0.1640625;0.236328125;0.267578125;0.3125;0.21662290394306183;0.2738795876502991
64;00000027.txt;17.1864070892334;110.29927062988281;-1.496308;0;1;0;13;23;20;14;102;102;120;117;13;102;23;120;0.025390625;0.19921875;0.044921875;0.234375;0.03356720134615898;0.21542826294898987
65;00000027.txt;17.405820846557617;134.98313903808594;-1.558297;0;1;0;13;22;22;13;125;126;147;144;13;125;22;147;0.025390625;0.244140625;0.04296875;0.287109375;0.033995743840932846;0.2636389434337616
66;00000027.txt;148.3948516845703;139.4810791015625;-1.501463;0;1;0;146;153;152;144;131;131;149;148;144;131;153;149;0.28125;0.255859375;0.298828125;0.291015625;0.2898336946964264;0.27242398262023926
67;00000027.txt;254.35098266601562;148.13375854492188;-1.482140;2;1;0;250;262;259;247;131;132;166;164;247;131;262;166;0.482421875;0.255859375;0.51171875;0.32421875;0.49677926301956177;0.28932374715805054
68;00000027.txt;351.3311462402344;181.26499938964844;-3.121595;10;1;0;340;365;363;338;176;177;187;186;338;176;365;187;0.66015625;0.34375;0.712890625;0.365234375;0.6861936450004578;0.3540332019329071
69;00000027.txt;347.9406433105469;204.90928649902344;-3.125594;10;1;0;333;363;364;332;201;201;210;209;332;201;364;210;0.6484375;0.392578125;0.7109375;0.41015625;0.6795715689659119;0.40021345019340515
70;00000027.txt;315.24822998046875;274.5726318359375;-3.110353;10;1;0;304;327;328;303;270;271;280;279;303;270;328;280;0.591796875;0.52734375;0.640625;0.546875;0.615719199180603;0.5362746715545654
71;00000027.txt;425.6125183105469;276.2182312011719;0.934288;0;1;0;423;436;428;416;265;282;289;271;416;265;436;289;0.8125;0.517578125;0.8515625;0.564453125;0.8312744498252869;0.5394887328147888
72;00000027.txt;451.832275390625;213.7954864501953;-3.131789;2;1;1;438;465;464;440;210;210;218;218;438;210;465;218;0.85546875;0.41015625;0.908203125;0.42578125;0.8824849128723145;0.4175693094730377
73;00000027.txt;439.87432861328125;252.41201782226562;-1.627340;10;1;0;428;453;452;427;248;250;257;256;427;248;453;257;0.833984375;0.484375;0.884765625;0.501953125;0.8591295480728149;0.49299222230911255
74;00000027.txt;510.6044006347656;39.63447570800781;1.514253;0;0;1;507;514;515;508;33;33;47;46;507;33;515;47;0.990234375;0.064453125;1.005859375;0.091796875;0.9972742199897766;0.07741108536720276
75;00000027.txt;412.3077697753906;356.4674072265625;1.064846;10;1;0;411;421;414;404;346;364;368;349;404;346;421;368;0.7890625;0.67578125;0.822265625;0.71875;0.8052886128425598;0.6962254047393799
76;00000027.txt;295.1529846191406;387.07537841796875;-0.629645;8;1;0;302;306;289;284;377;385;397;390;284;377;306;397;0.5546875;0.736328125;0.59765625;0.775390625;0.576470673084259;0.7560065984725952
77;00000027.txt;115.88018035888672;278.7390441894531;0.079478;4;1;0;103;131;129;101;273;274;286;282;101;273;131;286;0.197265625;0.533203125;0.255859375;0.55859375;0.22632847726345062;0.5444121956825256
78;00000027.txt;55.76126480102539;252.84841918945312;0.151605;0;1;0;66;64;46;48;251;258;255;248;46;248;66;258;0.08984375;0.484375;0.12890625;0.50390625;0.10890872031450272;0.49384456872940063
79;00000027.txt;50.605079650878906;337.1026611328125;0.725470;0;1;0;47;60;55;41;329;341;346;334;41;329;60;346;0.080078125;0.642578125;0.1171875;0.67578125;0.09883804619312286;0.6584036350250244
80;00000029.txt;275.5282287597656;22.160566329956055;-1.524852;0;1;0;272;280;280;271;11;12;33;33;271;11;280;33;0.529296875;0.021484375;0.546875;0.064453125;0.5381410717964172;0.04328235611319542
81;00000030.txt;189.14727783203125;41.10049057006836;-3.130604;10;1;0;178;201;201;178;37;37;46;45;178;37;201;46;0.34765625;0.072265625;0.392578125;0.08984375;0.36942827701568604;0.08027439564466476
82;00000030.txt;165.16946411132812;66.64299774169922;-0.343806;10;1;1;173;178;158;153;59;67;74;67;153;59;178;74;0.298828125;0.115234375;0.34765625;0.14453125;0.32259660959243774;0.1301621049642563
83;00000030.txt;227.814697265625;26.46809959411621;1.597457;0;1;0;225;232;232;224;17;17;36;36;224;17;232;36;0.4375;0.033203125;0.453125;0.0703125;0.44495058059692383;0.051695507019758224
84;00000030.txt;297.5879821777344;269.37237548828125;0.000000;0;1;0;289;307;307;289;266;266;273;273;289;266;307;273;0.564453125;0.51953125;0.599609375;0.533203125;0.5812265276908875;0.5261179208755493
85;00000030.txt;139.91168212890625;393.94610595703125;2.990846;0;1;0;129;150;150;132;392;389;397;399;129;389;150;399;0.251953125;0.759765625;0.29296875;0.779296875;0.27326500415802;0.7694259881973267
86;00000030.txt;168.32984924316406;389.4634704589844;2.761086;0;1;0;157;177;180;160;390;382;389;397;157;382;180;397;0.306640625;0.74609375;0.3515625;0.775390625;0.3287692368030548;0.7606708407402039
87;00000031.txt;138.20077514648438;424.5544128417969;3.129965;10;1;0;127;149;149;128;421;420;430;429;127;420;149;430;0.248046875;0.8203125;0.291015625;0.83984375;0.2699233889579773;0.8292078375816345
88;00000032.txt;161.17100524902344;170.986328125;-1.601556;0;1;0;157;165;167;157;163;163;179;180;157;163;167;180;0.306640625;0.318359375;0.326171875;0.3515625;0.3147871196269989;0.3339576721191406
89;00000032.txt;156.21034240722656;321.7647399902344;1.391879;10;1;0;150;159;163;154;311;309;333;335;150;309;163;335;0.29296875;0.603515625;0.318359375;0.654296875;0.3050983250141144;0.6284467577934265
90;00000032.txt;35.457061767578125;360.5363464355469;3.052089;0;1;0;26;45;46;26;358;356;364;365;26;356;46;365;0.05078125;0.6953125;0.08984375;0.712890625;0.06925207376480103;0.7041725516319275
91;00000033.txt;114.51406860351562;381.20880126953125;1.563550;4;1;0;107;122;123;107;364;364;399;398;107;364;123;399;0.208984375;0.7109375;0.240234375;0.779296875;0.22366029024124146;0.7445484399795532
92;00000033.txt;248.19525146484375;260.7244873046875;-0.132552;4;1;0;225;269;273;227;258;252;264;270;225;252;273;270;0.439453125;0.4921875;0.533203125;0.52734375;0.48475635051727295;0.5092275142669678
93;00000033.txt;244.46788024902344;276.6413269042969;-0.141897;4;1;0;226;261;265;226;273;270;279;286;226;270;265;286;0.44140625;0.52734375;0.517578125;0.55859375;0.4774763286113739;0.5403150916099548
94;00000033.txt;301.3394775390625;449.590087890625;1.570796;0;1;0;297;306;306;297;442;442;458;458;297;442;306;458;0.580078125;0.86328125;0.59765625;0.89453125;0.5885536670684814;0.878105640411377
95;00000033.txt;313.1260070800781;446.97088623046875;-1.602365;0;1;0;308;318;319;309;436;435;458;460;308;435;319;460;0.6015625;0.849609375;0.623046875;0.8984375;0.6115742325782776;0.8729900121688843
96;00000033.txt;499.235595703125;453.38531494140625;-1.479100;0;1;1;495;506;505;492;442;443;465;464;492;442;506;465;0.9609375;0.86328125;0.98828125;0.908203125;0.975069522857666;0.8855181932449341
97;00000033.txt;512.2100219726562;460.6094970703125;-1.570789;0;0;1;508;516;517;507;449;449;472;472;507;449;517;472;0.990234375;0.876953125;1.009765625;0.921875;1.0004101991653442;0.8996279239654541
98;00000035.txt;26.140628814697266;324.7874755859375;2.797787;10;1;0;14;35;38;19;325;318;325;332;14;318;38;332;0.02734375;0.62109375;0.07421875;0.6484375;0.0510559156537056;0.6343505382537842
99;00000035.txt;31.926244735717773;336.3948669433594;2.806856;0;1;0;22;39;42;25;337;330;337;342;22;330;42;342;0.04296875;0.64453125;0.08203125;0.66796875;0.062355946749448776;0.6570212244987488
100;00000035.txt;254.76333618164062;166.9047393798828;-0.366256;4;1;0;244;262;266;248;166;160;167;175;244;160;266;175;0.4765625;0.3125;0.51953125;0.341796875;0.49758464097976685;0.3259858191013336
101;00000035.txt;349.00677490234375;312.1559753417969;1.426871;0;1;0;345;351;354;347;304;303;321;321;345;303;354;321;0.673828125;0.591796875;0.69140625;0.626953125;0.6816538572311401;0.609679639339447
102;00000036.txt;195.58929443359375;103.00106048583984;1.435269;0;1;0;191;199;202;192;95;95;111;112;191;95;202;112;0.373046875;0.185546875;0.39453125;0.21875;0.3820103406906128;0.20117394626140594
103;00000036.txt;229.790283203125;407.8401794433594;1.379612;10;1;0;224;231;237;228;397;396;419;421;224;396;237;421;0.4375;0.7734375;0.462890625;0.822265625;0.4488091468811035;0.7965628504753113
104;00000037.txt;85.22867584228516;6.83358907699585;-0.291457;0;1;0;93;95;78;76;1;8;12;7;76;1;95;12;0.1484375;0.001953125;0.185546875;0.0234375;0.1664622575044632;0.013346853666007519
105;00000037.txt;116.5986328125;156.05404663085938;-1.520838;9;1;1;113;122;122;110;141;141;171;171;110;141;122;171;0.21484375;0.275390625;0.23828125;0.333984375;0.22773170471191406;0.3047930598258972
106;00000037.txt;115.43470764160156;120.34648132324219;-1.649580;2;1;0;110;120;121;112;111;111;130;130;110;111;121;130;0.21484375;0.216796875;0.236328125;0.25390625;0.22545841336250305;0.2350517213344574
107;00000037.txt;492.5464172363281;346.4734191894531;-1.363300;0;1;0;491;498;495;486;336;338;357;356;486;336;498;357;0.94921875;0.65625;0.97265625;0.697265625;0.9620047211647034;0.6767058968544006
108;00000037.txt;503.3542785644531;348.9675598144531;-1.202666;0;1;0;496;504;510;504;356;360;342;339;496;339;510;360;0.96875;0.662109375;0.99609375;0.703125;0.9831138253211975;0.6815772652626038
109;00000037.txt;438.0735778808594;439.0495300292969;1.658804;10;1;0;435;444;442;433;426;427;452;452;433;426;444;452;0.845703125;0.83203125;0.8671875;0.8828125;0.8556124567985535;0.8575186133384705
110;00000037.txt;203.17613220214844;428.4473876953125;-0.284074;2;1;1;185;220;221;188;429;419;429;438;185;419;221;438;0.361328125;0.818359375;0.431640625;0.85546875;0.39682838320732117;0.8368113040924072
111;00000037.txt;191.20433044433594;446.32196044921875;-0.656251;2;1;1;177;199;206;184;451;436;441;459;177;436;206;459;0.345703125;0.8515625;0.40234375;0.896484375;0.37344595789909363;0.8717225790023804
112;00000037.txt;123.77776336669922;256.34796142578125;2.125104;0;1;0;126;132;122;116;247;250;266;263;116;247;132;266;0.2265625;0.482421875;0.2578125;0.51953125;0.2417534440755844;0.500679612159729
113;00000037.txt;136.497802734375;295.2563171386719;-0.961136;0;1;0;139;145;133;129;286;289;305;302;129;286;145;305;0.251953125;0.55859375;0.283203125;0.595703125;0.26659727096557617;0.5766724944114685
114;00000037.txt;132.612548828125;116.35778045654297;-1.570790;4;1;0;128;137;137;128;109;108;125;125;128;108;137;125;0.25;0.2109375;0.267578125;0.244140625;0.25900888442993164;0.22726128995418549
115;00000038.txt;91.041259765625;17.183956146240234;1.917750;10;1;0;92;99;91;83;4;7;30;28;83;4;99;30;0.162109375;0.0078125;0.193359375;0.05859375;0.17781496047973633;0.03356241434812546
116;00000038.txt;478.65728759765625;261.25628662109375;-2.800000;0;1;0;471;489;487;468;254;262;268;262;468;254;489;268;0.9140625;0.49609375;0.955078125;0.5234375;0.9348775148391724;0.5102661848068237
117;00000038.txt;484.9729919433594;243.54049682617188;-2.800000;0;1;0;476;496;494;474;237;244;251;244;474;237;496;251;0.92578125;0.462890625;0.96875;0.490234375;0.9472128748893738;0.47566503286361694
118;00000038.txt;105.8239974975586;65.61396789550781;-1.262744;0;1;0;104;113;107;100;57;58;76;72;100;57;113;76;0.1953125;0.111328125;0.220703125;0.1484375;0.20668749511241913;0.1281522810459137
119;00000038.txt;345.4252624511719;18.893381118774414;0.271683;4;1;0;329;365;362;327;10;20;28;19;327;10;365;28;0.638671875;0.01953125;0.712890625;0.0546875;0.6746587157249451;0.03690113499760628
120;00000038.txt;283.1778259277344;138.88096618652344;0.014924;0;1;0;275;292;292;275;136;136;142;142;275;136;292;142;0.537109375;0.265625;0.5703125;0.27734375;0.5530816912651062;0.2712518870830536
121;00000038.txt;108.31475830078125;108.61677551269531;-2.838708;0;1;0;101;118;115;100;103;109;114;110;100;103;118;114;0.1953125;0.201171875;0.23046875;0.22265625;0.21155226230621338;0.21214213967323303
122;00000038.txt;419.20196533203125;443.78240966796875;-2.879473;10;1;0;410;431;428;408;438;444;450;445;408;438;431;450;0.796875;0.85546875;0.841796875;0.87890625;0.8187538385391235;0.8667625188827515
123;00000038.txt;466.52880859375;411.3486328125;1.885301;10;1;0;467;474;468;459;400;403;424;420;459;400;474;424;0.896484375;0.78125;0.92578125;0.828125;0.911189079284668;0.8034152984619141
124;00000038.txt;368.1210632324219;464.6507873535156;0.179853;10;1;0;358;379;377;359;461;463;470;466;358;461;379;470;0.69921875;0.900390625;0.740234375;0.91796875;0.718986451625824;0.9075210690498352
125;00000040.txt;145.0767059326172;188.53317260742188;3.078386;0;1;0;134;155;156;137;186;184;193;193;134;184;156;193;0.26171875;0.359375;0.3046875;0.376953125;0.28335294127464294;0.36822885274887085
126;00000040.txt;145.96905517578125;211.1209716796875;3.069429;0;1;0;135;156;157;136;208;207;214;216;135;207;157;216;0.263671875;0.404296875;0.306640625;0.421875;0.28509581089019775;0.41234564781188965
127;00000041.txt;31.425519943237305;154.20437622070312;1.457645;4;1;0;24;35;39;28;139;137;170;172;24;137;39;172;0.046875;0.267578125;0.076171875;0.3359375;0.06137796863913536;0.3011804223060608
128;00000041.txt;36.290584564208984;178.877197265625;0.624023;2;1;1;32;44;41;28;172;182;185;177;28;172;44;185;0.0546875;0.3359375;0.0859375;0.361328125;0.07088004797697067;0.34936952590942383
129;00000041.txt;457.0564270019531;50.787105560302734;0.039979;10;1;0;467;467;448;448;48;55;55;47;448;47;467;55;0.875;0.091796875;0.912109375;0.107421875;0.8926883339881897;0.09919356554746628
130;00000041.txt;483.8639221191406;47.31205749511719;-0.117109;8;1;0;494;495;474;473;42;50;52;46;473;42;495;52;0.923828125;0.08203125;0.966796875;0.1015625;0.9450467228889465;0.09240636229515076
131;00000041.txt;498.2109069824219;21.14992332458496;0.000000;0;1;0;509;509;488;488;17;26;25;18;488;17;509;26;0.953125;0.033203125;0.994140625;0.05078125;0.9730681777000427;0.04130844399333
132;00000041.txt;167.49586486816406;304.37872314453125;2.413823;0;1;0;173;177;163;159;296;301;314;308;159;296;177;314;0.310546875;0.578125;0.345703125;0.61328125;0.32714036107063293;0.5944896936416626
133;00000041.txt;203.2333526611328;467.17156982421875;-1.620755;0;1;0;199;207;208;200;458;457;478;477;199;457;208;478;0.388671875;0.892578125;0.40625;0.93359375;0.396940141916275;0.9124444723129272
134;00000041.txt;206.3856964111328;498.9313659667969;-1.675673;10;1;0;201;210;211;204;490;490;509;509;201;490;211;509;0.392578125;0.95703125;0.412109375;0.994140625;0.4030970633029938;0.9744753241539001
